,nome,cpf,data_nascimento
8770,Jacqueline Batista,08302645061,15/3/2004
8771,Celene Badia,66550678778,13/6/1990
8772,Carolina Dammann,38249370345,22/4/1990
8773,Carolina Dalpias,94107640788,3/10/2008
8774,Ivo Chyssus,97946601857,30/12/1942
8775,Celeste Cidade,34517462398,6/2/1966
8776,Cecil de Melo,31916942817,21/10/1992
8777,Benito Chremerv ,17038661852,5/1/1980
8778,Alcir Damert,49218291338,23/4/1942
8779,Caue Clairton,02957202256,3/7/1911
8780,Orides Basilio,85921027859,14/4/1956
8781,Brigite Machado,97603189250,26/2/1921
8782,Badia Damara,12601567302,23/10/1914
8783,Altamir Dalober,45288405981,20/4/1963
8784,Omar Claser,72922501877,22/12/1924
8785,Olivier Alberico,02991881714,29/4/1969
8786,Cassiane Batista,05897345488,22/10/1918
8787,Jandineia Baldoc,66659377168,3/4/1971
8788,Isaias Damert,42569336117,3/9/1973
8789,Alex Dalfert,70104121348,23/8/1958
8790,Isaac Damchen,64437507593,28/10/1995
8791,Eder Chyssus,28126731560,7/5/1975
8792,Adelia  Damm,13344719638,14/1/1947
8793,Aldo Chremerv ,50824681140,20/8/1908
8794,Basilio Ferreira,68809008347,8/7/2004
8795,Isaac Severino,66163094879,17/12/1968
8796,Celso Clarimoundo,60287550148,21/2/1963
8797,Edvaldo Dahmer,21869228626,6/5/2001
8798,Osias Claussen,10176256178,30/12/1953
8799,Alfredo Christmann,96177664579,4/12/1910
8800,Alcione Fernandes,24746139881,25/11/1984
8801,Evelyne Daiber,61822713874,23/6/1945
8802,Bruna Aldete,50331529737,31/7/1952
8803,Odir Ferreira,17428278038,2/11/2004
8804,Cassia Cimbern,37172877287,9/2/1926
8805,Ednei Christmann,87364618960,9/9/1910
8806,Bartira Ferreira,15642960877,28/4/1979
8807,Catarina Chyssus,21731210690,2/5/1923
8808,Carmem Dainer,69697113300,10/5/1919
8809,Casimiro Correa,77983902027,29/9/1982
8810,Alfredo Lopes,14721884642,11/5/1930
8811,Carmelo Ferreira,78143014433,24/2/1932
8812,Carlota Fernandes,41674446667,10/4/1931
8813,Eloy Dalm,28744051214,26/1/1990
8814,Edilson Christoph,13566277750,25/3/1911
8815,Agnes Damara,81256019144,14/3/2016
8816,Acacia Christmann,66500314912,28/4/1924
8817,Anat Chestian,04319215863,26/10/1905
8818,Irineu Dalateia,36912413513,22/7/1902
8819,Orlando Chyssus,32968949410,29/4/1905
8820,Jaimerina Dahmer,58332962784,14/2/1931
8821,Janete Ciqueira,21004399651,22/10/1951
8822,Alessandra Damert,78169136766,11/10/2009
8823,Brenda Damasceno,09865254632,3/1/1995
8824,Alex Christoph,57184184853,2/8/1977
8825,Janete Gonçalves,52093593699,12/6/1936
8826,Isaias de Campos,10931724865,4/6/1935
8827,Jade Alecya,52074596472,25/2/1903
8828,Albertina Correa,00789528850,9/10/1937
8829,Aimee Lopes,78403525421,28/2/1977
8830,Célio Chica,83774031156,2/1/1991
8831,Charles Fonseca,55085167121,15/6/1928
8832,Ivich Dalateia,86430625064,10/9/1936
8833,Oduvaldo Dammann,88965573548,23/2/1906
8834,Celeste Christian ,51386705338,23/8/1949
8835,Inacio Gonçalves,69208490790,24/3/1948
8836,Bianca Dalms,33132930757,28/6/1994
8837,Camila Damm,45418715355,22/4/1930
8838,Jaqueline Damiz,40840472117,20/5/1927
8839,Israel Chica,05892282542,10/5/1920
8840,Cassiane Christmann,24148109602,14/9/2008
8841,Cecil Dams,49433138235,2/1/2011
8842,Benjamin Alessandra,91763775021,19/6/1930
8843,Osmar Freitas,20550006801,15/11/1928
8844,Andrew Dammann,98729373022,29/3/2014
8845,Brenda Fernandes,73166823174,17/5/1981
8846,Anat Campos,22429223002,21/6/1909
8847,Betânia Chaves,24679923268,20/1/1984
8848,Ivan Frazao,83251931989,23/8/1929
8849,Edilson Aldete,75183702593,16/8/1997
8850,Bianca Gouvea,24921187669,27/10/1973
8851,Abigail Damaceno,67536753847,28/6/1950
8852,Cecil Chestian,31951326044,3/3/1911
8853,Orlando Cleber,10749920573,8/4/1993
8854,Aida Chica,31628431518,24/7/1922
8855,Aldo Christina,45200714266,16/9/1969
8856,Bela Clausen,11096810583,30/7/1992
8857,Isaias Dalateia,14116692003,26/1/1929
8858,Alecya Christmann,93274066859,4/5/1997
8859,Aime  Alberto,04963083266,5/2/1966
8860,Osmar Fernandes,51237635008,26/12/1929
8861,Alessio Claus,02860690695,15/11/1981
8862,Alcir Chenicin,36357334258,25/12/1959
8863,Celeste Machado,04183757738,28/2/1946
8864,Janaina Damert,86863478528,5/7/1979
8865,Barbara Damiz,99377224922,12/11/1986
8866,Ayrton  Cironi,53902822296,10/11/1902
8867,Jaimerina Dahmer,69484431219,29/2/1956
8868,Alaide Damara,98962760909,24/6/1967
8869,Adelaide Freitas,54418768559,21/1/1953
8870,Alexsander Claus,82500292852,14/12/1928
8871,Belinda Chaulette,59145319791,4/1/1991
8872,Benicio Damscher,96878392355,16/1/1993
8873,Olavo Damazio,01107819929,15/2/2004
8874,Celeste Alecya,53822092976,8/11/1985
8875,Alba Daiger,73265206852,14/12/1926
8876,Celia Damscher,78262645554,9/6/1913
8877,Cecília Clausen,22530572263,9/8/1957
8878,Betânia Dambach,73880587992,2/4/1949
8879,Candida Alceu,01168174921,8/4/1920
8880,Jasmim Ferreira,14350982674,29/4/1927
8881,Alessio Cipriano,65493430834,12/9/1990
8882,Ediraldo Fernandes,09567308272,24/8/2012
8883,Amir Ribeiro,99661565040,24/3/1957
8884,Alaide Christmann,08202264550,11/2/1917
8885,Isaias Christian ,70648837980,24/5/1930
8886,Bianca Baldoc,77444709971,9/12/1991
8887,Aidee  Dalbias,88343530021,10/5/2005
8888,Ayram Dalbias,08521706341,5/6/1949
8889,Anat Christof,85301701705,26/2/2013
8890,Alcir Ciola,27440762056,26/1/1966
8891,Adeilce  Ciola,52534805196,22/8/1952
8892,Bela Ribeiro,50833515963,3/1/1919
8893,Carlota Alecya,58496990692,14/6/1978
8894,Israel Dainer,32747001675,10/1/2007
8895,Amilcar Correa,33324758254,9/10/1933
8896,Badia Fonseca,90248620961,4/6/1961
8897,Benito Christof,39261830295,16/12/1959
8898,Ilario Daiber,34194795435,24/12/1986
8899,Alaide Damaceno,31967158775,8/12/2003
8900,Carlos Gouvea,86944553583,2/1/1945
8901,Alessandra Dalober,87446164304,19/8/1930
8902,Cassandra Chyssus,25509810613,17/8/1974
8903,Basilio Alba,82412769234,5/1/1985
8904,Brigida Damian,11309701616,28/6/2004
8905,Olegario Cimbern,40135476020,11/11/1928
8906,Edilson Dalm,05744862552,14/5/1937
8907,Altamir Alberico,72714047813,7/9/1951
8908,Candida Daiber,18565984046,8/1/1993
8909,Odilson Damer,33735882448,12/7/1962
8910,Brigida Alecya,94994756968,3/9/2017
8911,Alanis Ribeiro,96895989212,9/11/1920
8912,Oduvaldo Chyssus,64915404128,4/4/1972
8913,Inacio Leme,57361476469,13/1/1939
8914,Odir Cidade,51766281358,23/7/1965
8915,Alecya Chenicin,79797098661,20/6/1987
8916,Alfredo Badia,78841808452,30/5/1964
8917,Celeste Severino,98459866904,25/8/1983
8918,Janete Clarimoundo,76315845103,11/2/1903
8919,Bianca Basilio,78430906196,18/7/1915
8920,Celene Lima ,91092212300,21/6/1967
8921,Jaqueline Ciola,13374679309,18/7/2001
8922,Alceu Dahse,04274236367,15/4/1920
8923,Oscar Frazao,59379084972,6/9/1931
8924,Ivo Clairton,47213491070,18/7/1994
8925,Cassio Christov,02850185791,11/3/1929
8926,Berenice Damiz,42097918586,29/9/1958
8927,Cassio Dainer,16607123772,9/8/2017
8928,Batista Dalm,92105456896,20/6/1969
8929,Odécio Dammann,00414796422,27/8/1952
8930,Brisa Gonçalves,25262181275,25/8/1911
8931,Brigite Dalpias,01235677764,21/1/1982
8932,Celeste Chyssus,21480831417,10/12/1933
8933,Edvaldo Damann,72434350867,19/12/2002
8934,Amilcar Dalateia,70664059591,26/8/1944
8935,Ilton Cipriano,76340298290,25/1/1941
8936,Jade Severino,81003751181,10/5/1944
8937,Aida Batista,93025310612,23/1/2011
8938,Anat Damara,94663921099,21/11/1974
8939,Adelaide Damert,10313236863,22/9/1941
8940,Alana Lima ,69103165908,1/2/2009
8941,Caue Christoph,10952321528,10/3/1906
8942,Alfredo Daladeia,54365070131,13/1/1943
8943,Janey Clarimoundo,80309907358,10/1/1959
8944,Carmelo Ferreira,99568765153,6/2/1979
8945,Acacia Fonseca,83155865017,27/3/1924
8946,Emerson Christian ,47802206298,13/5/1974
8947,Benito Gonçalves,25646793970,10/4/1929
8948,Alexsander Rangel,18044411790,30/8/1921
8949,Amon Dalpias,53854772096,2/11/1907
8950,Betânia Frazao,30861542674,24/6/1956
8951,Aldo Daiger,63466317320,2/5/1958
8952,Alceu Lopes,00723668862,24/1/2003
8953,Cassia Damaceno,85443530449,4/10/1933
8954,Caue Daiber,19519088582,18/12/1933
8955,Eloy Gouvea,21943826750,21/5/1909
8956,Ed Christ,49843213414,5/3/2002
8957,Carlota Damara,77243393793,17/9/1929
8958,Alcione Alberico,90922392067,11/9/1988
8959,Celene Dalfert,86144311432,9/10/2006
8960,Celeste Alecya,82205805190,11/1/1984
8961,Odorico Severino,84936511324,12/5/1985
8962,Osmar Ciqueira,25341858448,15/3/1958
8963,Carlito Machado,29507723550,27/7/1947
8964,Abda Chestian,48019381998,14/1/1957
8965,Amir Chaulette,30736064690,6/5/1926
8966,Cassandra Batista,54791224551,9/4/1910
8967,Brigite Cironi,69314299148,27/3/1958
8968,Bernadete Damert,29778283561,2/2/1928
8969,Edvaldo Daiger,98305071016,19/6/1928
8970,Celene Christ,17767954907,3/10/1999
8971,Alfeu Cimbern,45085380777,27/5/1979
8972,Cassia Chiel ,37689539939,25/9/2010
8973,Edilson Cironi,96133793942,31/7/1950
8974,Amir Dalateia,36538463443,4/11/1920
8975,Abigail Gomes,05875923322,6/6/1973
8976,Evelyne de Melo,71134475750,29/1/1906
8977,Abda Dalms,11966991555,4/11/1960
8978,Agnes de Campos,75765184928,30/11/1941
8979,Alcir Cleber,11702955558,11/9/1952
8980,Ilton Chiarello,23224389194,15/5/1935
8981,Bianca Gonçalves,15182158059,7/2/1918
8982,Janete Aldete,28742196002,25/8/1906
8983,Olivier Cimbern,36687591882,22/2/1977
8984,Israel Alba,81598479629,28/5/1950
8985,Odécio Dalms,43556316874,6/2/1955
8986,Edilson Clausen,49454316320,28/2/1967
8987,Ayrton  Christensen,29575473839,10/5/1944
8988,Omar Frazao,25199001354,17/8/1944
8989,Ivan Batista,14830445729,7/6/1951
8990,Osias Ribeiro,88216000284,12/12/1958
8991,Aldete Alba,88507184328,28/8/1937
8992,Jaimerina Claus,76679905232,28/8/1954
8993,Amadeu Dams,62404000741,3/7/1968
8994,Alessandro Chestian,48020489857,14/3/1992
8995,Oduvaldo Badia,89559055489,25/3/2013
8996,Elias Gouvea,89878486651,29/3/1920
8997,Odécio Daiber,73916439545,4/7/1901
8998,Ismael Damscher,96440280034,14/6/1971
8999,Amir Baldoc,70238074584,31/7/1968
9000,Cesar Dalbias,45802216703,16/9/1978
9001,Anat Claser,94625730381,4/11/1920
9002,Andre Alessandra,14305718628,30/12/1925
9003,Cassandra Dalateia,96126078428,21/1/1931
9004,Olivier Correa,69557064430,24/9/1918
9005,Bianca Leme,79255334939,30/6/1950
9006,Inacio Clarimoundo,51369966879,27/12/1978
9007,Alberico Damert,95441388699,5/9/1995
9008,Amancio Clarimoundo,43850970223,23/1/1948
9009,Jasmim Aldete,78533704968,26/12/1930
9010,Benicio Claser,27318481507,19/7/2012
9011,Aldete Alberto,27314803363,7/6/1946
9012,Beth Dalateia,07730487534,1/2/1905
9013,Odir Dams,53018128685,25/4/1901
9014,Alfredo Cleber,23943714901,16/5/2011
9015,Cassandra Dainer,04822227164,3/8/1954
9016,Emerson de Campos,12807536418,1/7/1974
9017,Celeste Chyssus,49909875054,28/5/2014
9018,Bruna Clarimoundo,09552666849,1/7/1902
9019,Ednei Chenicin,34394766899,3/2/1944
9020,Catarina Dammann,96287308000,22/5/1902
9021,Jacqueline Ferreira,86308473738,17/9/1974
9022,Bruna Daiger,00737423113,22/7/1930
9023,Alex Fonseca,67724219588,2/11/1982
9024,Badia Damert,23910715065,25/3/2010
9025,Celia Claus,55254599762,29/11/1931
9026,Ismael Gouvea,77706738213,30/9/1952
9027,Alencar Damiz,45444255358,12/5/1928
9028,Cecile Dalober,43679288684,8/9/1921
9029,Ednei Alceu,35188654141,1/4/2008
9030,Arnaldinho Aldete,16842539695,10/7/2002
9031,Bela Alceu,01916152381,30/8/1906
9032,Aimee Chenicin,25387796453,19/3/1943
9033,Orlando Damara,92048563979,19/3/1979
9034,Ayrton  Damert,64604997426,1/8/1904
9035,Anat Cironi,23305461238,6/9/2011
9036,Celso Dalober,28692005186,30/11/1987
9037,Cesar Baldoc,02400854884,12/10/1917
9038,Celene Dammann,63793414795,14/4/1929
9039,Ismael Chaves,90933482161,26/1/1999
9040,Aluisio Campos,45509840364,27/5/1931
9041,Aluisio Rangel,53099354674,27/1/1937
9042,Aidee  de Melo,35583426825,4/2/1980
9043,Odir Christensen,54101153107,27/9/1944
9044,Odécio Frazao,60761105411,12/12/1964
9045,Cecile Chiel ,92661353670,11/4/1932
9046,Cesar Clar,92448141849,16/5/1938
9047,Betânia Chenicin,09338372599,14/6/1991
9048,Olegario Alessandra,18351378382,1/1/1940
9049,Carole Damaceno,97353106925,22/11/1985
9050,Cecile Chica,67889233106,25/9/1948
9051,Americo Dalm,04829763483,16/6/1973
9052,Igor Lopes,65351823609,27/7/1975
9053,Amon Baldoc,24880726943,14/7/1981
9054,Ed Cironi,16791232916,18/2/1955
9055,Cecile Clarimoundo,20703263847,21/6/2000
9056,Ednei Dahmer,28075125591,16/5/1949
9057,Ismael Damert,92423963966,1/6/1957
9058,Olavo Alberico,60694429384,8/6/1994
9059,Ivo Daiber,78242919287,28/5/1954
9060,Batista Cironi,02203083303,30/10/1901
9061,Ayrton  Dammann,90630443144,18/3/1923
9062,Adeilce  Christian ,88022310362,14/7/1986
9063,Adelia  Ciola,76974991332,2/9/1957
9064,Aime  Christoph,04414269547,4/6/1911
9065,Aluisio Dalms,64412556346,4/9/1982
9066,Alana Dams,88526229483,22/3/1976
9067,Omar Baldoc,73998938181,20/4/1961
9068,Catarina Alessandra,04986367578,9/5/1902
9069,Alberico Damian,90923475255,7/2/1976
9070,Celso Ciqueira,38004001154,24/2/1903
9071,Cassio Chiarello,30949351137,17/2/1930
9072,Carlos Damann,72063887093,28/6/1986
9073,Charles Claser,53315455009,26/9/1947
9074,Ed Christoph,87629930965,16/3/2005
9075,Israel Chica,36491823450,21/9/1991
9076,Cassio Alceu,32568686122,12/12/1911
9077,Cassiane Campos,50822666620,29/12/1900
9078,Celene Dalateia,42641338629,22/5/2015
9079,Carmem Claus,12348638827,14/4/1982
9080,Alaide Chaves,15001080933,8/5/1965
9081,Amadeu Severino,18006909697,19/5/1999
9082,Odherban Dalpias,92224023730,30/4/1985
9083,Israel Chenicin,31399372824,25/3/1980
9084,Ayram Cimbern,48194539780,29/3/1909
9085,Aimee Ferreira,73581935656,18/6/1932
9086,Aldete Damara,67127312326,14/7/1958
9087,Edilson Severino,16666559979,5/5/1977
9088,Alcione Aldete,93919856883,3/12/1977
9089,Carmela Clausen,55408121851,3/11/1924
9090,Cassandra Fonseca,09304634306,20/1/1964
9091,Bela Damazio,36256160184,26/10/1915
9092,Ilton de Melo,75882007457,29/5/1977
9093,Alfeu Dams,45163353917,2/5/2012
9094,Batista Chestian,05844814615,25/2/2015
9095,Célio Chaulette,04605299278,13/6/2004
9096,Omar Gomes,25108806032,2/3/1990
9097,Cassia Dahse,43707783020,28/3/1980
9098,Caue Alberto,66959333959,30/5/1977
9099,Ivich Badia,03258988163,10/4/1988
9100,Betina Dalober,36341566073,28/6/1913
9101,Alex Ciola,11548990931,13/11/1910
9102,Alanis Alberico,44920069148,15/7/2011
9103,Odherban Cidade,69465913739,24/3/1971
9104,Acacia Cimbern,76293833862,24/8/1941
9105,Celia Chiel ,27096981450,28/3/1963
9106,Carla Chenicin,52869406559,1/5/1956
9107,Andre Cleber,36123290561,12/8/1954
9108,Osias de Campos,68780559172,2/8/1951
9109,Oscar Dalober,81064880549,22/12/1932
9110,Omar Clausen,35664447377,21/9/1923
9111,Igor Cipriano,85228170385,5/12/1936
9112,Chris Claus,93536602209,17/6/1993
9113,Jaqueline Chyssus,92442997296,24/2/1926
9114,Amilcar Machado,38471091211,5/12/1940
9115,Brisa Christina,72473707882,20/6/1910
9116,Jaqueline Chestian,68290802169,26/6/1902
9117,Janete Dalfert,25008559722,8/11/1955
9118,Elton Correa,54199503783,26/8/1927
9119,Alencar Christoph,15160649580,28/2/1936
9120,Ivan Cimbern,99333609717,12/5/1980
9121,Eliseu Damert,11759330481,20/5/1964
9122,Eliseu Ciqueira,17215001905,24/2/1981
9123,Adelia  Campos,63639008138,24/4/1904
9124,Aidee  Dalms,72529317313,2/10/1955
9125,Elias Claussen,14847494086,1/7/1937
9126,Barbara Ciola,93447657193,6/9/1946
9127,Belinda Alberto,23650312005,8/8/1974
9128,Bela Clausen,27290498824,24/8/1995
9129,Elias Lima ,20247628340,25/2/1916
9130,Jacqueline Lopes,67874066036,12/4/1915
9131,Odir Rangel,84815096165,21/7/1979
9132,Ismael Christmann,55602382049,24/8/1952
9133,Acacia Chiel ,31343186121,25/6/2000
9134,Amin Chiel ,71371213289,11/2/1903
9135,Carla de Melo,83914871658,27/7/1958
9136,Amauri Alberto,78487135610,11/1/2016
9137,Aimee Alecya,21767633228,21/7/1942
9138,Isaac Alberto,86600774202,7/2/1997
9139,Janey Dahse,22920987584,24/6/1947
9140,Americo Machado,05240206518,29/4/1908
9141,Adalgisa Christensen,18122168197,22/8/1924
9142,Carol Christof,42175127819,16/7/1938
9143,Alberico Batista,02691018717,18/12/1978
9144,Alecya Damiz,11157298383,2/2/1956
9145,Benito Christof,25348009769,2/7/1986
9146,Edson Christmann,60015825518,23/2/1915
9147,Aisla Dalateia,38225912196,30/6/1923
9148,Janete Gonçalves,49099638218,20/5/2015
9149,Caue Claussen,66908466333,20/11/1910
9150,Eduardo Claussen,45279068404,13/5/2002
9151,Benicio Chaves,44603388425,26/5/1911
9152,Beth de Melo,99050074619,24/1/2010
9153,Berta Dambacher,37961023761,1/7/1998
9154,Aida Alberto,88158965056,18/1/1932
9155,Alberico Christof,73352422600,28/2/2008
9156,Isaac Batista,76497429439,25/1/1998
9157,Odilson Damara,01093952907,23/11/1920
9158,Alessandra Campos,85273927663,7/3/1974
9159,Orfeu Dalms,10396081080,26/1/2002
9160,Odorico Rangel,45064526067,18/6/1926
9161,Beatriz Chenicin,24042108699,29/8/1969
9162,Olivier Chiarello,54237714652,28/4/1949
9163,Bruna Dalms,45680243194,9/10/2012
9164,Ayram Chenicin,48460972380,23/6/1942
9165,Beth de Campos,37553592646,22/11/1933
9166,Amir Damer,69377123489,28/8/2003
9167,Carol Gomes,88442639484,21/2/1979
9168,Camila Correa,77770841981,3/3/1968
9169,Osias Machado,91216072918,8/3/1990
9170,Ilario Chestian,80675910996,27/5/1929
9171,Ednei Damazio,95481375109,4/9/1975
9172,Alessandro Daiber,20782932274,21/8/1977
9173,Aira  de Melo,94916285623,13/11/2010
9174,Eduardo Batista,47548187277,9/6/1953
9175,Onofre Dalfert,37465306654,27/2/1967
9176,Carlota Dalateia,91720689472,7/5/1957
9177,Emerson Christoph,64901027573,5/6/1949
9178,Carla Dalpias,10636144167,15/9/1974
9179,Betina Cimbern,93270179924,15/3/1908
9180,Jade Frazao,68375176298,14/6/1922
9181,Orides Chiarello,50078479246,6/2/2003
9182,Carla Claus,83439463936,25/2/1939
9183,Brigida Alberto,85539704845,28/1/2011
9184,Olivier Gomes,01413848297,7/10/1986
9185,Alessandra Christensen,31086093825,22/10/1975
9186,Ediraldo Alecya,69418559591,20/10/2004
9187,Celia Damaceno,87412891214,4/12/1946
9188,Eliseu Damazio,94622338733,20/11/1965
9189,Belinda Chremerv ,35984790563,22/7/1904
9190,Carmelo Chica,24553016298,15/8/1905
9191,Isaias Dalbias,31719560803,9/7/2017
9192,Alessio Ferreira,44787405436,20/9/1935
9193,Arnaldinho Alberico,93505222866,2/9/1939
9194,Carla Dalfert,90970938857,17/1/1957
9195,Eivaldo Damasceno,16168408707,25/1/2017
9196,Alessandro Ferreira,38570255595,19/1/1990
9197,Alcione Christian ,97354900382,13/3/1979
9198,Adelia  Chaves,47122778130,14/5/1958
9199,Batista Gomes,37849827648,3/10/2008
9200,Alceu Clausen,11451421769,22/1/1911
9201,Carla Lopes,64872806882,18/5/1921
9202,Irineu Cimbern,53772091235,8/8/1942
9203,Casimiro Damer,39643015743,21/8/1915
9204,Altamir Ferreira,26028002041,7/6/1941
9205,Adelaide Clausen,80514711113,27/9/1959
9206,Aimee Correa,18196192266,6/8/1957
9207,Aldete Dalbias,55427041130,2/9/2002
9208,Alanis Severino,32192242740,14/7/1981
9209,Abda Alessandra,31022656703,1/6/1974
9210,Odilson Dalfert,50903043356,20/3/1959
9211,Eliezer Chyssus,60848391792,9/1/1958
9212,Cassandra Fernandes,84728762126,28/11/1945
9213,Bartira Severino,60398312817,26/8/1934
9214,Edson Chenicin,71148850845,23/6/1952
9215,Edson Christoph,39650490544,19/8/1902
9216,Cecile Christian ,65248135428,4/12/1987
9217,Alanis Chaves,78147534465,5/11/1964
9218,Edvaldo Cidade,57047793922,22/2/1921
9219,Carlito Dalpias,80462164414,6/11/1923
9220,Alessandro Dainer,25519592293,5/8/2006
9221,Beverly Frazao,14512207138,10/4/1985
9222,Abda Badia,34258371646,28/1/1941
9223,Alcir Lopes,37215681843,10/4/1967
9224,Onofre Claus,90675830843,22/8/1955
9225,Andrew Ferreira,74563920574,16/4/1916
9226,Carlos Bartira,16807908896,1/12/2003
9227,Andrew Claussen,73330418583,22/7/1927
9228,Alfredo Christoph,86258419668,19/9/2007
9229,Amadeu Lopes,85066927361,9/6/1994
9230,Amadeu Damazio,95502121775,26/3/1912
9231,Carol Christina,77575016212,12/12/1918
9232,Abda Lima ,68747734591,16/7/1968
9233,Janete Lopes,13669983159,25/12/1916
9234,Iuri Damian,13300654214,17/3/1959
9235,Evelyne Alessandra,17825326119,11/3/1924
9236,Betânia Fernandes,68949834260,12/6/1933
9237,Carlota Damert,16863240476,26/12/1943
9238,Ilton Damscher,90276106186,6/8/1932
9239,Altamir Damann,99671759355,21/11/1916
9240,Cassia Claus,28787591639,7/5/1905
9241,Edilson Damian,22876781122,15/2/1948
9242,Adelia  Damchen,67841716288,9/9/2003
9243,Ismael Claus,24179137273,9/8/1928
9244,Brenda Chaulette,20504299471,27/7/1988
9245,Camila Clar,24092354239,15/4/1933
9246,Cesar Dambach,43402052125,7/9/1931
9247,Cecil Damm,58473088650,4/1/1902
9248,Cecil Dalms,49585931328,26/12/1939
9249,Badia Damiz,79088608302,3/6/2014
9250,Alencar Damian,35039048606,18/2/1931
9251,Bruna Batista,99440543180,18/2/2003
9252,Aidee  Leme,37472370806,10/5/2014
9253,Eder Cimbern,47333101133,21/3/1980
9254,Adalgisa Bartira,75565604251,29/11/1936
9255,Anat Dammann,58866838199,1/9/1984
9256,Oduvaldo Christmann,95186072292,22/7/1958
9257,Ed Cidade,99899949500,9/5/1958
9258,Abigail Alessandra,70597397225,26/12/1974
9259,Amon Damara,59676153146,21/7/1935
9260,Casimiro Frazao,03142267196,30/1/1997
9261,Charles Freitas,00917262098,30/11/2005
9262,Aime  Christmann,40770800755,23/2/1972
9263,Odilson Dainer,65938705023,5/9/2013
9264,Jacqueline Damer,65411671219,12/1/1923
9265,Catarina Alba,87049679423,23/2/1956
9266,Carmela Christoph,47978620103,6/12/1913
9267,Aira  Christmann,33891097233,2/10/1985
9268,Janete Damann,38561632911,9/8/1992
9269,Brisa Chaulette,19481799082,21/12/1936
9270,Adelaide Christian ,81537774021,9/11/1943
9271,Amir de Melo,99441029073,19/4/2000
9272,Beth Dambacher,34011369195,30/4/1969
9273,Aime  Ferreira,63654648942,16/1/1997
9274,Eder Dahmer,95612178299,17/4/1958
9275,Carlito Basilio,31213038062,11/11/2000
9276,Olegario Damchen,77743808491,24/5/1950
9277,Candida Ferreira,10937906474,17/11/1944
9278,Ediraldo Fernandes,58268954741,19/9/1964
9279,Almir Chenicin,50362201550,29/1/1931
9280,Aldo Fonseca,04765176851,17/2/2013
9281,Cecile Fonseca,42640739393,29/7/1956
9282,Israel Dalateia,79877393670,17/9/1919
9283,Celso Claussen,54022033540,24/1/1994
9284,Cassio Dalfert,72774691120,30/7/1989
9285,Amancio Christoph,60056150490,28/7/2001
9286,Ismael Gouvea,33304568687,23/4/2013
9287,Alcina Dams,02082472005,24/10/1921
9288,Evelyne Aldete,43806403232,10/9/1938
9289,Carmelo Rangel,23668470077,10/9/2001
9290,Isaias Damara,83853090175,26/5/1958
9291,Aimee Dalateia,64619016566,14/12/1976
9292,Celso Fonseca,43252943320,17/2/1903
9293,Bernadete Claser,34473422495,4/12/1975
9294,Odherban Christina,98614188775,10/9/1935
9295,Cecília Damchen,96672664848,6/12/1948
9296,Ivich Dalober,25879766742,15/11/1949
9297,Ediraldo Christov,74677797080,25/4/1949
9298,Amauri Rangel,77337874214,30/5/1995
9299,Adeilce  de Melo,83682257521,24/3/1989
9300,Carlito Dahmer,88093467327,5/8/2007
9301,Janaina Cleber,43186537261,14/10/1952
9302,Ivich Gomes,63888464574,7/8/1931
9303,Osias Dalbias,15522182133,23/9/1917
9304,Belinda Ciqueira,33585968031,2/7/2010
9305,Jacqueline Ferreira,97927949868,12/3/1929
9306,Irineu Leme,56254858152,23/7/1918
9307,Brigite Dalateia,00615496223,2/7/1934
9308,Cassiane Dalm,21732689849,18/3/1947
9309,Orides Clausen,02999891967,24/7/1986
9310,Oduvaldo Chestian,31657424789,28/6/2010
9311,Amilcar Cironi,41813794417,21/9/1916
9312,Aluisio Damian,68616516857,15/6/1904
9313,Altamir Clausen,46039271252,30/6/2004
9314,Celso Dalateia,27077759993,1/2/1905
9315,Edilson Christoph,59127447506,31/7/1966
9316,Cassio Chica,27589287612,1/7/2010
9317,Brigite Christov,98771491555,17/2/1949
9318,Aida Machado,19771870488,8/7/1910
9319,Eliezer Alcione,50693706757,11/3/2008
9320,Cesar Dahmer,04333802454,12/3/2016
9321,Arnaldinho Fernandes,05062943344,16/8/1900
9322,Isaac Frazao,75265077075,17/2/1983
9323,Adelaide Gonçalves,34702142985,17/2/1907
9324,Abigail Christov,80089675639,10/4/1932
9325,Ilton Cleber,30564429369,2/12/1914
9326,Celia Campos,81230680411,20/7/1933
9327,Osmar Dambach,03965880537,31/3/2012
9328,Brigida Baldoc,76462224487,13/7/2012
9329,Alcione Christian ,60017695306,26/7/1945
9330,Alba Alba,66579415537,13/6/1967
9331,Alexsander Dainer,20966999258,22/4/1956
9332,Carla Damer,49880941045,11/12/1997
9333,Camila Chica,32700291915,10/3/1918
9334,Brigida Chenicin,33401716465,4/5/1955
9335,Eduardo Alba,80483379373,8/8/2015
9336,Israel Chiel ,00890792304,6/3/1972
9337,Bianca Claus,97949949659,2/12/1909
9338,Amadeu Dahse,98148835558,1/3/1964
9339,Cecília Dalm,83763274790,31/3/1907
9340,Caue Chestian,85479434776,12/8/1954
9341,Jasmim Claser,27596924874,20/2/1913
9342,Alberico Dams,37055343730,2/1/1907
9343,Osmar Damann,99412163434,25/7/1904
9344,Carmela Ciqueira,69096235076,3/6/2014
9345,Oduvaldo Dalpias,46334647549,12/3/1939
9346,Isaias Alceu,32466927449,22/7/1951
9347,Beth Daladeia,76189461519,11/6/1960
9348,Beatriz Cipriano,23617683383,20/2/1925
